facility_id,facility_name,lga_name,suburb,postcode,full_address,latitude,longitude,sport,court_count,surface_type,indoor_outdoor,age_of_facility,condition_of_facility,condition_score,source_file,source_sheet,source_notes
MITCHE11188,RB Robson Stadium,Mitchell Shire Council,Wallan,3756,"Bentinck Street, WALLAN 3756",-37.41536,144.980723,Basketball,3,Wooden Gymnasium,Indoor,11 - 25 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MITCHE11190,Seymour Sports and Aquatic Centre,Mitchell Shire Council,Seymour,3660,"Pollard Street, SEYMOUR 3660",-37.028321,145.1484,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MITCHE11200,Wandong Memorial Stadium,Mitchell Shire Council,Wandong,3758,"Dry Creek Crescent, WANDONG 3758",-37.358297,145.030944,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MOIRAS12185,Cobram Sports Stadium,Moira Shire Council,Cobram,3644,"Campbell Road, COBRAM 3644",-35.922306,145.657066,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MOIRAS12195,Nathalia Sports & Community Centre & Skate Park,Moira Shire Council,Nathalia,3638,"Gifford Street, NATHALIA 3638",-36.060613,145.206106,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MONASH11992,Brandon Park Community Centre,Monash City Council,Glen Waverley,3150,"649 Ferntree Gully Road, GLEN WAVERLEY 3150",-37.902145,145.164465,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MONASH12050,Oakleigh Recreation Centre,Monash City Council,Oakleigh,3166,"Park Road, OAKLEIGH 3166",-37.893318,145.097143,Basketball,4,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MONASH12063,Syndal Baptist Church,Monash City Council,Glen Waverley,3150,"588 High St Road, GLEN WAVERLEY 3150",-37.872238,145.136747,Basketball,,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MONASH12068,Waverley Basketball Club (Glendall Primary School),Monash City Council,Glen Waverley,3150,"Nottingham Street, GLEN WAVERLEY 3150",-37.866948,145.157592,Basketball,,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MONASH12069,Waverley Basketball Stadium,Monash City Council,Chadstone,3148,"Power Avenue, CHADSTONE 3148",-37.876276,145.099839,Basketball,6,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MOORAB9411,Bacchus Marsh Leisure Centre,Moorabool Shire Council,Bacchus Marsh,3340,"5/15 Labilliere Street, BACCHUS MARSH 3340",-37.684258,144.431985,Basketball,2,Wooden Flooring,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MORELA13025,Brunswick Sports Stadium,Moreland City Council,Brunswick,3056,"4 Gardiner Street, BRUNSWICK 3056",-37.767578,144.955866,Basketball,1,Wooden Gymnasium,Indoor,,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MORELA13044,Oak Park Stadium,Moreland City Council,Oak Park,3046,"9 Hillcrest Road, OAK PARK 3046",-37.713403,144.925515,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MORNIN11122,Bittern Memorial Centre,Mornington Peninsula Shire Council,Bittern,3918,"101 Hendersons Road, BITTERN 3918",-38.340223,145.168447,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MORNIN11151,David Collins Leisure Centre,Mornington Peninsula Shire Council,Mornington,3931,"350 Dunns Road, MORNINGTON 3931",-38.237161,145.052227,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MORNIN11140,Hastings Community Hub (Fitness & Leisure Centre),Mornington Peninsula Shire Council,Hastings,3915,"1973 Frankston-Flinders Road, HASTINGS 3915",-38.297198,145.184966,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MORNIN11196,Sommerville Recreation & Community Centre,Mornington Peninsula Shire Council,Sommerville,3912,"14 Edward Street, SOMMERVILLE 3912",-38.225158,145.172387,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MOUNTA12657,Wesley Hill Stadium,Mount Alexander Shire Council,Castlemaine,3450,"McGrath Street, CASTLEMAINE 3450",-37.071789,144.22984,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MURRIN5454,Alexandra Community Leisure Centre,Murrindindi Shire Council,Alexandra,5029,"5029 Maroondah Highway, ALEXANDRA 5029",-37.193387,145.700477,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MURRIN11009,Eildon Community Basketball Courts,Murrindindi Shire Council,Eildon,3713,"Centre Avenue, EILDON 3713",-37.233612,145.907799,Basketball,2,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MURRIN11021,Gallipoli Park,Murrindindi Shire Council,Marysville,3779,"51 Falls Road, MARYSVILLE 3779",-37.512886,145.750838,Basketball,1,Wooden Gymnasium,Indoor,0 - 5 Years,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MURRIN11016,Kinglake Indoor Sports Stadium,Murrindindi Shire Council,Kinglake,3763,"Extons Road, KINGLAKE 3763",-37.508466,145.315298,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
NILLUM11030,Community Bank Stadium,Nillumbik Shire Council,Diamond Creek,3089,"163 Main Hurstbridge Road, DIAMOND CREEK 3089",-37.673866,145.166055,Basketball,3,Wooden Gymnasium,Indoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
NILLUM11034,Diamond Creek Community Centre,Nillumbik Shire Council,Diamond Creek,3089,"Main Hurstbridge Road, DIAMOND CREEK 3089",-37.674475,145.155899,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
NILLUM11039,Diamond Valley Sports and Fitness Centre,Nillumbik Shire Council,Greensborough,3088,"Civic Drive, GREENSBOROUGH 3088",-37.688252,145.108263,Basketball,6,Wooden Gymnasium,Indoor,,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
NILLUM11041,Eltham Leisure Centre,Nillumbik Shire Council,Eltham,3095,"40 Brougham Street, ELTHAM 3095",-37.723284,145.141748,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,1. Very Poor,1.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
NORTHE12641,St Arnaud Indoor Sports Stadium,Northern Grampians Shire Council,St Arnaud,3478,"Navarre Road, ST ARNAUD 3478",-36.619038,143.252389,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
NORTHE12646,Stawell Leisure Complex,Northern Grampians Shire Council,Stawell,3380,"Houston Street, STAWELL 3380",-37.051903,142.778398,Basketball,1,,Unknown,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
PORTPH12156,Melbourne Sports & Aquatic Centre,Port Phillip City Council,Albert Park,3206,"Aughtie Drive, ALBERT PARK 3206",-37.842948,144.960718,Basketball,10,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
PORTPH12164,R.F. Julier Reserve,Port Phillip City Council,Port Melbourne,3207,"Dunstan Parade, PORT MELBOURNE 3207",-37.837687,144.922502,Basketball,2,Asphalt,Outdoor,51 Years +,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
PORTPH12173,St Kilda Police & Citizens Youth Club,Port Phillip City Council,St Kilda,3182,"179 Inkerman Street, ST KILDA 3182",-37.865218,144.989122,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GREATE12150,Shepparton Sports Stadium,Shepparton City Council,Shepparton,3630,"Numurkah Road, SHEPPARTON 3630",-36.355829,145.400466,Basketball,4,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
GREATE12156,Tatura Sports Stadium,Shepparton City Council,Tatura,3616,"Albert Street, TATURA 3616",-36.4472,145.22856,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHG12395,Arthur Sutherland Reserve,South Gippsland Shire Council,Welshpool,3966,"Port Welshpool Road, WELSHPOOL 3966",-38.671795,146.444822,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHG12430,Foster Showgrounds Reserve,South Gippsland Shire Council,Foster,3960,"39 Station Street, FOSTER 3960",-38.656528,146.205701,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHG12456,Korumburra Sports Centre,South Gippsland Shire Council,Korumburra,3950,"Charles Street, KORUMBURRA 3950",-38.428858,145.820018,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHG12410,Leongatha Recreation Reserve,South Gippsland Shire Council,Leongatha,3953,"52 Roughhead Street, LEONGATHA 3953",-38.468655,145.947975,Basketball,,Wooden Gymnasium,Indoor,6 - 10 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHG12457,Meeniyan Stadium,South Gippsland Shire Council,Meeniyan,3956,"Mckitterick Street, MEENIYAN 3956",-38.579182,146.014598,Basketball,1,,Unknown,,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHG12419,Mirboo North Secondary College,South Gippsland Shire Council,Mirboo North,3871,"2 castle Street, MIRBOO NORTH 3871",-38.401961,146.146844,Basketball,2,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHG12450,Poowong Sports Stadium,South Gippsland Shire Council,Poowong,3988,"6 Nyora Road, POOWONG 3988",-38.3422,145.764164,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHG12429,South Gippsland Splash,South Gippsland Shire Council,Leongatha,3953,"Roughhead Street, LEONGATHA 3953",-38.468655,145.947975,Basketball,2,Wooden Gymnasium,Indoor,6 - 10 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SOUTHE11406,Hamilton Indoor Leisure & Aquatic Centre,Southern Grampians Shire Council,Hamilton,3300,"Shakespear Street, HAMILTON 3300",-37.732146,142.017872,Basketball,1,Wooden Gymnasium,Indoor,6 - 10 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
STONNI11954,Orrong Romanis Recreation Centre,Stonnington City Council,Prahran,3181,"2 Molesworth Street, PRAHRAN 3181",-37.849669,145.010181,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
STONNI11928,Penpraze Park,Stonnington City Council,East Malvern,3145,"10 Victoria Road South, EAST MALVERN 3145",-37.870796,145.037935,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
STONNI11956,Princess Gardens,Stonnington City Council,Prahran,3181,"12 Little Chapel Street, PRAHRAN 3181",-37.848235,144.995407,Basketball,1,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
STONNI11961,South Yarra Sports Centre,Stonnington City Council,South Yarra,3141,"679 Chapel Street, SOUTH YARRA 3141",-37.836983,144.995195,Basketball,,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
STRATH12901,EUROA ECAS Centre,Strathbogie Shire Council,Euroa,3666,"Clifton Street, EUROA 3666",-36.758321,145.56436,Basketball,4,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SURFCO5499,Anderson Roadknight Reserve,Surf Coast Shire Council,Aireys Inlet,3231,"6 Great Ocean Road, AIREYS INLET 3231",-38.456467,144.108365,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SURFCO11860,Connewarre Memorial Reserve,Surf Coast Shire Council,Connewarre,3227,"15 Randles Road, CONNEWARRE 3227",-38.265194,144.398403,Basketball,1,Asphalt,Outdoor,26 - 50 Years,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SURFCO11866,Lorne Leisure Centre,Surf Coast Shire Council,Lorne,3232,"45 Otway Street, LORNE 3232",-38.539579,143.972245,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SURFCO5513,Surf Coast Secondary College,Surf Coast Shire Council,Torquay,3228,"75 White Street, TORQUAY 3228",-38.304533,144.322765,Basketball,3,Wooden Gymnasium; Asphalt,Mixed/Multiple,0 - 5 Years,5. Very Good; 4. Good,4.5,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SURFCO11880,Surf Coast Sport & Recreation Centre,Surf Coast Shire Council,Torquay,3228,"77 Beach Road, TORQUAY 3228",-38.326431,144.315762,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SURFCO5518,Winchelsea Leisuretime Centre,Surf Coast Shire Council,Winchelsea,3241,"15 Gosney Street, WINCHELSEA 3241",-38.243358,143.983177,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,1. Very Poor,1.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SWANHI9470,Robinvale Leisure Centre,Swan Hill Rural City Council,Robinvale,3549,"75 Latje Road, ROBINVALE 3549",-34.58181,142.777948,Basketball,1,Wooden Gymnasium,Indoor,6 - 10 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SWANHI9481,Swan Hill Indoor Sport and Recreation Centre,Swan Hill Rural City Council,Swan Hill,3585,"15 Gray street, SWAN HILL 3585",-35.348308,143.559441,Basketball,4,,Unknown,51 Years +,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
SWANHI9475,Swan Hill Leisure centre,Swan Hill Rural City Council,Swan Hill,3585,"21 Pritchard street, SWAN HILL 3585",-35.337736,143.553679,Basketball,1,Rubber Mat (On concrete),Mixed/Multiple,6 - 10 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WANGAR11528,Wangaratta Indoor Sports & Aquatic Centre,Wangaratta Rural City Council,Wangaratta,3678,"Schilling Drive, WANGARATTA 3678",-36.342895,146.315384,Basketball,3,Wooden Gymnasium,Indoor,26 - 50 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WARRNA11726,Brauer College,Warrnambool City Council,Warrnambool,3280,"Caramut Road, WARRNAMBOOL 3280",-38.359147,142.458928,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WARRNA11704,Warrnambool Stadium,Warrnambool City Council,Warrnambool,3280,"Caramut Road, WARRNAMBOOL 3280",-38.355638,142.459277,Basketball,4,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WELLIN11048,Bishop Phelan Stadium,Wellington Shire Council,Sale,3850,"48 Pearson Street, SALE 3850",,,Basketball,2,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WELLIN11000,Cameron Sporting Complex,Wellington Shire Council,Maffra,3860,"Morison Street, MAFFRA 3860",-37.956592,146.996349,Basketball,2,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WELLIN5647,Gippsland Regional Sports Complex,Wellington Shire Council,Sale,,"Cobains Road, SALE",-38.089,147.085,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WELLIN10996,Gippsland Regional Sports Complex,Wellington Shire Council,Sale,3850,"116 Cobains Road, SALE 3850",-38.086739,147.07139,Basketball,4,Synthetic,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
